,AM.AD.1,AM.AD.2,AM.AD.3,AM.AD.4,DA.AD.1,DA.AD.1T,DA.AD.2,DA.AD.3,DA.AD.3T,DA.AD.4,ES.AD.1,ES.AD.2,ES.AD.3,ES.AD.4,FR.AD.1,FR.AD.2,FR.AD.3,FR.AD.4,FR.AD.5,FR.AD.6,FR.AD.7,FR.AD.8,IT.AD.1,IT.AD.2,IT.AD.3,IT.AD.4,IT.AD.5,IT.AD.6,JP.AD.1,JP.AD.2,JP.AD.3,JP.AD.4,JP.AD.5,JP.AD.6,JP.AD.7,JP.AD.8,JP.AD.9,JP.IN.1,JP.IN.2,JP.IN.3,JP.IN.4,MH0001,MH0002,MH0003,MH0004,MH0005,MH0006,MH0007,MH0008,MH0009,MH0010,MH0011,MH0012,MH0013,MH0014,MH0015,MH0016,MH0017,MH0018,MH0019,MH0020,MH0021,MH0022,MH0023,MH0024,MH0025,MH0026,MH0027,MH0028,MH0030,MH0031,MH0032,MH0033,MH0034,MH0035,MH0036,MH0037,MH0038,MH0039,MH0040,MH0041,MH0042,MH0043,MH0044,MH0045,MH0046,MH0047,MH0048,MH0049,MH0050,MH0051,MH0052,MH0053,MH0054,MH0055,MH0056,MH0057,MH0058,MH0059,MH0060,MH0061,MH0062,MH0063,MH0064,MH0065,MH0066,MH0067,MH0068,MH0069,MH0070,MH0071,MH0072,MH0073,MH0074,MH0075,MH0076,MH0077,MH0078,MH0079,MH0080,MH0081,MH0082,MH0083,MH0084,MH0085,MH0086,TS1_V2,TS10_V2,TS100_V2,TS101.2_V2,TS103_V2,TS104_V2,TS105_V2,TS106_V2,TS107_V2,TS109_V2,TS11_V2,TS110_V2,TS111_V2,TS115_V2,TS116_V2,TS117_V2,TS118_V2,TS119_V2,TS12_V2,TS120_V2,TS124_V2,TS125_V2,TS126_V2,TS127_V2,TS128_V2,TS129_V2,TS13_V2,TS130_V2,TS131_V2,TS132_V2,TS133_V2,TS134_V2,TS135_V2,TS136_V2,TS137_V2,TS138_V2,TS139_V2,TS14_V2,TS140_V2,TS141_V2,TS142_V2,TS143_V2,TS144_V2,TS145_V2,TS146_V2,TS147_V2,TS148_V2,TS149_V2,TS15_V2,TS150_V2,TS151_V2,TS152_V2,TS153_V2,TS154.2_V2,TS155_V2,TS156_V2,TS16_V2,TS160_V2,TS161_V2,TS162_V2,TS163_V2,TS164_V2,TS165_V2,TS166_V2,TS167_V2,TS168_V2,TS169_V2,TS17_V2,TS170_V2,TS178_V2,TS179_V2,TS180_V2,TS181_V2,TS182_V2,TS183_V2,TS184_V2,TS185_V2,TS186_V2,TS19_V2,TS190_V2,TS191_V2,TS192_V2,TS193_V2,TS194_V2,TS195_V2,TS2_V2,TS20_V2,TS21_V2,TS22_V2,TS23_V2,TS25_V2,TS26_V2,TS27_V2,TS28_V2,TS29_V2,TS3_V2,TS30_V2,TS31_V2,TS32_V2,TS33_V2,TS34_V2,TS35_V2,TS37_V2,TS38_V2,TS39_V2,TS4_V2,TS43_V2,TS44_V2,TS49_V2,TS5_V2,TS50_V2,TS51_V2,TS55_V2,TS56_V2,TS57_V2,TS6_V2,TS61_V2,TS62_V2,TS63_V2,TS64_V2,TS65_V2,TS66_V2,TS67_V2,TS68_V2,TS69_V2,TS7_V2,TS70_V2,TS71_V2,TS72_V2,TS73_V2,TS74_V2,TS75_V2,TS76_V2,TS77_V2,TS78_V2,TS8_V2,TS82_V2,TS83_V2,TS84_V2,TS85_V2,TS86_V2,TS87_V2,TS88_V2,TS89_V2,TS9_V2,TS90_V2,TS91_V2,TS92_V2,TS94_V2,TS95_V2,TS96_V2,TS97_V2,TS98_V2,TS99.2_V2
Collinsella,14013,5745,29,54203,1251,1001,2420,5093,2225,893,7016,549,4602,70,5384,389,543,883,5399,7649,37,13042,9,4039,7121,5015,8330,32560,0,1917,2405,1184,4408,1014,282,3463,127,9,0,0,43,3129,9324,8335,4037,3716,4375,10669,22478,6053,2384,2435,7973,3157,5674,11669,5256,2381,3665,2713,20117,2481,1427,2657,2679,8722,4463,8771,588,1323,4999,3529,2047,2466,3837,452,1384,501,4166,5610,41210,882,1099,2228,3771,4202,3990,5589,3079,10313,3343,9120,8098,5024,2943,2502,3150,5029,13051,5678,5616,40918,10605,4404,932,15867,6112,21537,8048,2328,2424,2752,16156,17417,4535,13491,1701,4029,9472,2854,4693,5435,15724,2297,19648,60881,0,100,7,0,17,7,0,71,335,0,43,14,12,272,409,323,20,162,91,20,28,152,67,124,365,52,0,0,0,90,111,59,0,38,31,100,180,77,21,8,465,235,65,0,0,52,24,238,27,361,0,0,62,104,52,4,0,14,24,0,0,0,59,24,99,55,41,0,97,497,238,3,69,65,20,181,0,4,240,51,8,24,28,12,0,701,319,269,184,0,3,27,465,0,12,41,0,0,38,36,205,235,114,48,0,0,461,1167,246,64,1369,2131,0,0,0,55,36,8,0,38,14,3,20,66,17,157,12,48,0,31,83,0,24,721,62,0,4,86,12,0,159,110,24,39,8,16,21,35,75,0,28,63,0,20
Cryptobacterium,10,0,0,0,0,6,4,0,0,0,0,0,5,0,0,0,0,12,10,0,2,10,0,0,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,95,72,139,100,137,103,105,180,42,162,121,58,103,152,73,49,47,51,113,83,45,51,89,48,65,144,24,30,92,53,60,60,100,36,20,25,62,189,109,20,25,64,96,86,76,77,85,148,155,107,79,142,43,69,50,80,65,312,58,144,165,64,46,204,38,95,88,60,77,48,74,80,104,180,60,52,130,54,106,112,228,41,115,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eggerthella,87,257,824,2002,54,69,107,211,101,18,934,33,78,608,187,52,13,53,65,89,103,125,5067,980,202,35,316,138,122,42,23,8,293,505,32,151,41,0,0,2149,331,138,1283,2100,559,340,710,434,1140,801,2082,781,810,367,614,907,354,176,94,186,1159,2080,155,187,522,281,264,671,393,111,302,145,158,118,401,121,119,70,287,1859,779,72,145,209,817,350,680,337,495,662,919,723,371,849,226,337,217,378,666,1694,639,1317,671,407,227,1815,193,2356,442,218,369,132,246,786,407,1168,335,317,1119,340,446,359,1328,123,451,9540,0,3,3,15,0,3,9,0,6,0,0,5,0,0,3,3,0,0,0,3,3,3,0,27,0,0,9,0,19,11,0,3,9,5,0,0,0,325,0,0,6,3,0,0,0,8,0,0,0,0,11,16,0,0,13,0,18,0,0,34,3,3,11,0,3,0,0,0,0,8,0,0,3,0,0,0,5,9,18,0,0,3,0,0,0,13,36,16,9,46,5,15,0,0,0,3,3,3,0,0,6,0,0,0,0,8,6,18,51,12,0,58,24,0,13,0,0,3,9,3,3,0,0,0,8,0,0,0,0,3,6,6,0,10,0,3,0,0,3,3,0,6,6,0,0,0,0,0,6,3,3,0,0,3
Gordonibacter,128,136,152,737,115,87,130,156,83,27,178,33,239,393,643,55,130,110,132,74,33,391,67,658,107,49,358,354,24,44,17,7,29,28,0,20,1,0,0,106,0,140,1820,1460,552,386,743,469,1166,854,235,889,794,389,799,940,316,186,97,277,997,3507,171,212,518,390,421,1040,193,120,336,163,160,111,721,124,130,74,291,1164,883,86,208,242,711,432,682,344,756,759,1041,824,432,840,251,418,261,475,611,1623,780,1506,716,409,253,2748,272,1065,571,248,441,245,308,603,449,1228,333,372,1110,441,606,370,1645,188,518,15837,24,0,0,4,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,3,0,3,0,4,0,0,4,0,0,0,0,0,0,4,12,8,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,35,130,4,20,4,0,0,4,4,0,0,14,0,0,0,8,0,10,0,14,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,4,0,0,0,0,0,0,0,3,14,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0
Slackia,52,5,0,38,35,33,28,56,34,3,0,7,3,6,51,0,3,9,5,45,2,8,15,7,7,8,31,72,5,5,0,0,9,0,0,0,0,0,0,0,0,269,1341,947,703,632,1077,785,890,1576,284,1185,1468,490,1193,1240,355,352,167,358,513,691,295,338,743,527,361,1091,299,214,572,259,260,253,659,224,217,149,463,1496,1096,149,309,368,326,628,864,509,530,1203,1665,1485,736,1494,309,527,372,635,730,2467,1012,1449,1365,600,470,2364,260,869,770,459,496,218,378,585,774,1488,519,591,1838,314,868,594,2073,216,865,2299,4,0,0,0,0,0,0,0,16,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,0,0,0,4,16,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,0,0,27,0,0,0,0,51,0,0,14,0,0,0,13,0,3,0,14,0,0,0,35,346,0,0,41,0,0,0,0,0,0,0,14,0,0,0,0,17,10,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,8,0,0,3,0,0,0,0,0,0,0
Acetobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,38,15,21,17,36,24,26,48,12,54,37,13,52,32,34,17,12,26,28,87,11,14,16,23,19,46,15,23,15,18,14,36,65,10,6,18,27,68,24,9,17,21,24,34,59,18,10,39,51,76,21,31,14,16,28,33,36,63,76,34,63,22,19,59,16,155,29,72,18,12,28,92,42,70,23,12,98,13,50,38,76,26,42,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acidimicrobium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,22,26,30,23,39,36,40,69,12,55,67,25,36,57,14,17,16,21,28,48,17,13,30,17,16,48,11,13,29,15,15,13,32,15,13,9,29,69,36,9,20,17,19,45,39,34,20,57,141,58,34,89,13,24,18,30,36,118,33,49,55,27,19,130,10,35,29,23,22,11,14,53,42,44,27,15,87,22,35,22,104,15,30,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acidiphilium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,64,56,52,39,72,57,75,121,26,95,95,44,94,93,28,31,19,45,51,111,25,24,51,36,30,87,23,27,44,32,28,30,70,24,22,19,58,117,62,15,30,29,23,68,112,49,38,96,247,95,51,144,25,43,38,65,70,209,77,92,103,53,35,250,17,144,51,51,36,18,29,143,75,93,46,35,191,27,72,44,208,33,62,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acidithiobacillus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,45,37,37,35,40,31,57,93,20,55,58,24,59,71,30,23,21,30,48,51,16,19,27,29,21,57,15,19,29,18,16,22,49,18,13,15,35,67,53,11,18,24,24,43,50,35,28,64,92,75,33,71,21,27,34,43,41,105,40,54,67,32,23,109,18,81,35,34,27,20,34,79,38,62,27,30,91,22,54,33,98,25,44,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acidobacteria_Gp3_Gp3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,31,25,31,23,36,26,38,63,13,55,57,21,47,47,15,16,9,20,28,43,14,14,30,17,16,42,10,11,25,13,14,16,31,15,11,11,26,48,36,8,16,17,14,36,61,23,19,53,114,42,25,74,13,22,24,32,29,99,34,38,51,23,16,102,13,47,25,21,21,9,15,69,34,52,24,11,82,17,34,21,101,16,26,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acidothermus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,41,25,27,21,36,36,32,72,13,45,54,20,52,60,14,16,9,22,31,39,15,14,28,20,20,47,9,13,17,13,13,16,39,14,12,11,31,61,40,8,16,15,17,33,33,30,22,52,106,39,24,78,14,24,18,34,30,98,38,45,57,27,19,115,8,51,25,27,23,13,12,63,40,42,25,12,86,18,43,19,89,16,39,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Actinosynnema,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,53,50,43,32,58,45,60,85,19,74,80,35,70,85,20,25,9,32,34,64,20,24,41,28,24,77,17,17,34,20,19,18,50,21,20,13,46,82,53,12,25,26,16,55,70,40,29,87,207,50,36,109,17,37,26,49,55,158,51,87,66,40,26,219,10,79,32,29,32,11,19,99,54,72,33,22,112,28,49,26,154,19,50,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aeromicrobium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,52,45,47,35,55,43,58,95,21,84,86,32,72,71,22,20,14,28,52,68,20,19,46,34,28,71,16,18,38,23,20,25,42,19,20,10,47,70,72,12,24,25,16,58,62,42,37,76,236,75,40,109,19,38,22,52,53,167,62,94,76,43,23,209,12,71,36,30,40,13,34,106,63,77,33,34,115,28,53,34,140,20,41,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aeropyrum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,3,15,3,6,4,4,13,2,6,14,4,4,6,2,3,2,4,5,3,3,3,6,3,3,8,1,3,8,2,1,1,8,4,4,1,5,8,4,4,4,1,2,12,5,5,1,11,27,3,6,9,2,5,4,5,5,49,2,6,14,5,3,21,1,10,1,4,5,6,1,7,6,9,3,2,8,5,7,3,10,2,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Afipia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,34,29,30,25,41,30,35,79,11,58,57,21,48,55,20,18,15,29,35,65,16,16,30,23,16,51,13,16,27,17,16,18,49,14,13,13,32,63,43,9,19,21,20,37,43,30,19,58,127,54,30,72,14,22,28,38,39,110,44,42,53,28,21,116,10,100,28,35,19,10,26,87,50,57,25,35,114,17,44,26,100,20,30,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alcanivorax,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,15,12,14,29,22,17,22,49,11,26,31,9,29,38,19,11,10,15,35,38,9,10,16,13,14,31,6,10,12,11,9,24,22,10,6,6,18,31,21,5,10,13,15,23,25,12,29,28,42,29,18,25,13,14,19,20,19,45,13,23,26,18,8,42,10,62,18,21,16,10,15,50,23,32,13,9,32,12,30,19,36,16,22,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alkalilimnicola,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,89,58,59,40,64,46,74,119,23,108,96,45,82,113,35,30,21,40,59,74,23,26,57,45,31,92,24,23,41,27,27,32,51,22,23,14,55,82,82,15,29,34,25,75,138,42,48,103,231,134,47,108,28,47,48,64,64,200,58,142,84,46,33,232,25,88,45,39,62,13,30,121,66,93,41,46,153,32,74,50,155,33,56,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Allochromatium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,107,61,63,54,86,60,89,150,32,108,127,41,109,108,41,35,41,47,87,102,27,28,60,44,37,94,28,25,47,31,30,43,67,23,26,20,63,124,100,18,32,39,43,82,111,55,62,106,253,144,58,151,33,43,53,70,81,241,83,109,96,51,35,255,27,135,57,57,56,26,57,150,85,110,49,47,179,35,86,60,204,50,70,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alphaproteobacteria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,20,25,13,22,6,12,42,17,72,10,20,21,26,23,33,3,16,35,99,14,10,25,16,5,41,16,17,53,24,8,32,106,7,7,17,13,19,8,14,48,20,11,32,28,12,24,46,195,43,16,32,13,10,42,27,60,61,34,97,42,22,54,44,7,47,8,80,6,13,40,16,27,30,69,104,5,72,10,48,23,2,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alteromonas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,4,9,7,11,7,11,18,6,9,6,5,7,12,6,5,11,6,16,21,4,6,6,5,9,12,4,4,9,5,3,7,9,4,2,3,5,13,5,3,3,5,10,9,8,5,4,8,14,7,11,8,5,4,6,7,8,12,7,3,11,6,4,12,3,16,7,11,4,20,19,13,7,9,4,5,11,5,14,9,11,23,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anaerobaculum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,12,15,25,22,27,27,33,53,12,28,31,18,45,42,14,15,11,18,27,28,18,13,18,15,17,41,11,11,26,10,12,23,30,12,8,11,18,42,25,7,12,13,11,24,22,22,9,34,65,23,22,43,11,17,25,23,22,50,30,26,41,19,12,49,12,22,21,24,12,14,11,17,35,26,23,6,106,18,32,28,48,18,18,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
